Concentration,Temperature,ConversionRate,InletFlow,InletConc,InletTemp,CoolantTemp,NextConcentration,NextTemperature,NextConversionRate
10.0958,305.16,0.28,0.21,13.96,302.03,291.81,10.0952,305.16,0.28
10.0952,305.16,0.28,0.11,13.99,302.19,291.65,10.0942,305.16,0.28
10.0942,305.16,0.28,0.17,13.96,302.04,291.72,10.0934,305.15,0.28
10.0934,305.15,0.28,0.27,14.11,302.18,291.60,10.0930,305.15,0.28
10.0930,305.15,0.28,0.31,13.99,302.21,291.57,10.0927,305.15,0.28
10.0927,305.15,0.28,0.25,14.01,302.25,291.47,10.0923,305.15,0.28
10.0923,305.15,0.28,0.08,13.96,302.12,291.41,10.0911,305.15,0.28
10.0911,305.15,0.29,0.11,14.22,302.14,291.29,10.0901,305.15,0.29
10.0901,305.15,0.28,0.10,14.03,301.98,291.43,10.0890,305.15,0.28
10.0890,305.15,0.28,0.16,14.07,302.02,291.19,10.0882,305.15,0.28
10.0882,305.15,0.29,0.26,14.13,302.05,291.25,10.0878,305.15,0.29
10.0878,305.15,0.29,0.15,14.15,302.19,291.17,10.0869,305.15,0.29
10.0869,305.15,0.28,0.06,13.98,302.15,291.23,10.0857,305.15,0.28
10.0857,305.15,0.29,0.00,14.17,302.14,291.39,10.0842,305.15,0.29
10.0842,305.15,0.29,0.02,14.25,302.31,291.43,10.0828,305.15,0.29
10.0828,305.15,0.30,0.00,14.39,302.37,291.31,10.0814,305.15,0.30
10.0814,305.15,0.29,0.06,14.29,302.44,291.39,10.0802,305.15,0.29
10.0802,305.15,0.30,0.09,14.34,302.46,291.35,10.0791,305.15,0.30
10.0791,305.15,0.30,0.23,14.34,302.52,291.38,10.0787,305.15,0.30
10.0787,305.15,0.30,0.27,14.38,302.34,291.23,10.0784,305.15,0.30
10.0784,305.15,0.28,0.14,14.08,302.47,291.08,10.0775,305.15,0.28
10.0775,305.15,0.29,0.18,14.25,302.66,291.06,10.0768,305.15,0.29
10.0768,305.15,0.30,0.32,14.39,302.77,291.03,10.0767,305.15,0.30
10.0767,305.15,0.29,0.32,14.26,302.77,291.03,10.0766,305.15,0.29
10.0766,305.15,0.29,0.32,14.29,302.72,291.16,10.0765,305.14,0.29
10.0765,305.14,0.30,0.31,14.30,302.70,291.07,10.0763,305.14,0.30
10.0763,305.14,0.30,0.36,14.41,302.80,291.23,10.0764,305.14,0.30
10.0764,305.14,0.30,0.38,14.45,302.86,291.17,10.0766,305.14,0.30
10.0766,305.14,0.30,0.33,14.46,302.53,291.07,10.0766,305.14,0.30
10.0766,305.14,0.30,0.38,14.45,302.59,291.06,10.0768,305.14,0.30
10.0768,305.14,0.31,0.32,14.62,302.64,290.99,10.0768,305.14,0.31
10.0768,305.14,0.31,0.41,14.63,302.73,291.23,10.0772,305.14,0.31
10.0772,305.14,0.31,0.38,14.66,302.93,291.19,10.0775,305.14,0.31
10.0775,305.14,0.30,0.27,14.45,303.00,291.28,10.0772,305.14,0.30
10.0772,305.14,0.31,0.40,14.55,302.74,291.26,10.0775,305.14,0.31
10.0775,305.14,0.31,0.49,14.64,302.75,291.34,10.0783,305.14,0.31
10.0783,305.14,0.31,0.43,14.65,302.57,291.21,10.0788,305.13,0.31
10.0788,305.13,0.32,0.49,14.81,302.89,291.19,10.0797,305.13,0.32
10.0797,305.13,0.31,0.69,14.69,302.93,291.16,10.0814,305.13,0.31
10.0814,305.13,0.31,0.75,14.71,302.94,291.26,10.0834,305.13,0.31
10.0834,305.13,0.31,0.80,14.68,303.13,291.31,10.0857,305.13,0.31
10.0857,305.13,0.32,0.74,14.83,303.15,291.26,10.0877,305.13,0.32
10.0877,305.13,0.32,0.77,14.80,303.15,291.39,10.0899,305.13,0.32
10.0899,305.13,0.32,0.80,14.86,303.10,291.37,10.0922,305.12,0.32
10.0922,305.12,0.32,0.69,14.91,303.05,291.42,10.0941,305.12,0.32
10.0941,305.12,0.32,0.67,14.91,303.08,291.40,10.0959,305.12,0.32
10.0959,305.12,0.32,0.76,14.93,303.07,291.32,10.0981,305.12,0.32
10.0981,305.12,0.32,0.68,14.92,303.13,291.33,10.0999,305.12,0.32
10.0999,305.12,0.32,0.60,14.94,303.07,291.33,10.1013,305.12,0.32
10.1013,305.12,0.32,0.72,14.79,303.30,291.33,10.1033,305.12,0.32
10.1033,305.12,0.32,0.67,14.85,303.35,291.32,10.1050,305.11,0.32
10.1050,305.11,0.32,0.57,14.81,303.36,291.42,10.1062,305.11,0.32
10.1062,305.11,0.32,0.42,14.76,303.16,291.40,10.1067,305.11,0.32
10.1067,305.11,0.31,0.37,14.55,303.12,291.42,10.1069,305.11,0.31
10.1069,305.11,0.30,0.39,14.51,303.01,291.30,10.1072,305.11,0.30
10.1072,305.11,0.30,0.36,14.40,303.02,291.39,10.1073,305.11,0.30
10.1073,305.11,0.30,0.48,14.39,302.98,291.42,10.1079,305.11,0.30
10.1079,305.11,0.30,0.46,14.42,303.13,291.51,10.1084,305.11,0.30
10.1084,305.11,0.30,0.39,14.51,303.14,291.56,10.1087,305.11,0.30
10.1087,305.11,0.30,0.34,14.53,303.06,291.67,10.1087,305.11,0.30
10.1087,305.11,0.31,0.43,14.57,302.93,291.71,10.1091,305.11,0.31
10.1091,305.11,0.30,0.49,14.45,302.84,291.65,10.1098,305.10,0.30
10.1098,305.10,0.30,0.68,14.50,302.92,291.75,10.1113,305.10,0.30
10.1113,305.10,0.30,0.67,14.49,302.97,291.56,10.1128,305.10,0.30
10.1128,305.10,0.31,0.67,14.68,302.91,291.42,10.1144,305.10,0.31
10.1144,305.10,0.31,0.77,14.70,302.85,291.47,10.1165,305.10,0.31
10.1165,305.10,0.31,0.60,14.63,302.88,291.33,10.1177,305.10,0.31
10.1177,305.10,0.30,0.48,14.51,302.85,291.40,10.1184,305.10,0.30
10.1184,305.10,0.30,0.49,14.52,302.93,291.40,10.1191,305.10,0.30
10.1191,305.10,0.31,0.48,14.57,302.80,291.33,10.1198,305.09,0.31
10.1198,305.09,0.30,0.38,14.55,302.66,291.48,10.1200,305.09,0.30
10.1200,305.09,0.30,0.37,14.45,302.63,291.46,10.1202,305.09,0.30
10.1202,305.09,0.31,0.38,14.56,302.74,291.25,10.1204,305.09,0.31
10.1204,305.09,0.32,0.60,14.79,302.54,291.42,10.1217,305.09,0.32
10.1217,305.09,0.31,0.74,14.70,302.56,291.60,10.1237,305.09,0.31
10.1237,305.09,0.32,0.71,14.95,302.48,291.75,10.1256,305.09,0.32
10.1256,305.09,0.32,0.56,15.00,302.67,291.83,10.1269,305.08,0.32
10.1269,305.08,0.32,0.65,14.93,302.70,291.84,10.1286,305.08,0.32
10.1286,305.08,0.32,0.74,15.00,302.82,291.91,10.1307,305.08,0.32
10.1307,305.08,0.32,0.91,14.95,302.81,291.93,10.1337,305.08,0.32
10.1337,305.08,0.32,1.00,14.83,302.94,292.01,10.1369,305.08,0.32
10.1369,305.08,0.31,0.91,14.77,303.00,292.18,10.1397,305.08,0.31
10.1397,305.08,0.31,0.82,14.63,302.84,292.01,10.1419,305.07,0.31
10.1419,305.07,0.31,0.67,14.60,302.93,291.97,10.1434,305.07,0.31
10.1434,305.07,0.30,0.79,14.46,303.11,292.03,10.1454,305.07,0.30
10.1454,305.07,0.29,0.83,14.39,303.05,292.07,10.1474,305.07,0.29
10.1474,305.07,0.29,0.98,14.31,302.87,292.15,10.1501,305.07,0.29
10.1501,305.07,0.29,0.86,14.34,302.88,292.26,10.1522,305.07,0.29
10.1522,305.07,0.29,0.84,14.28,302.92,292.18,10.1542,305.06,0.29
10.1542,305.06,0.29,1.00,14.20,302.84,292.47,10.1568,305.06,0.28
10.1568,305.06,0.29,1.00,14.30,302.90,292.40,10.1595,305.06,0.29
10.1595,305.06,0.29,0.93,14.32,302.97,292.40,10.1619,305.06,0.29
10.1619,305.06,0.29,0.98,14.37,302.90,292.26,10.1645,305.06,0.29
10.1645,305.06,0.29,1.00,14.41,302.95,292.23,10.1673,305.05,0.29
10.1673,305.05,0.29,0.99,14.26,302.88,292.20,10.1699,305.05,0.29
10.1699,305.05,0.28,1.00,14.07,303.05,292.16,10.1724,305.05,0.28
10.1724,305.05,0.27,1.00,13.98,302.96,292.16,10.1747,305.05,0.27
10.1747,305.05,0.26,0.95,13.80,302.94,291.93,10.1767,305.04,0.26
10.1767,305.04,0.26,0.92,13.80,302.82,291.99,10.1786,305.04,0.26
10.1786,305.04,0.25,0.90,13.54,302.64,292.03,10.1802,305.04,0.25
10.1802,305.04,0.25,0.81,13.58,302.62,291.98,10.1814,305.04,0.25
10.1814,305.04,0.25,0.76,13.50,302.57,292.09,10.1825,305.04,0.25
10.1825,305.04,0.24,0.60,13.32,302.36,292.05,10.1829,305.04,0.24
10.1829,305.04,0.22,0.44,13.12,302.37,292.19,10.1828,305.03,0.22
10.1828,305.03,0.22,0.46,13.00,302.43,292.29,10.1826,305.03,0.22
10.1826,305.03,0.21,0.40,12.91,302.39,292.22,10.1822,305.03,0.21
10.1822,305.03,0.21,0.43,12.84,302.32,292.34,10.1819,305.03,0.21
10.1819,305.03,0.19,0.33,12.64,302.39,292.48,10.1813,305.03,0.19
10.1813,305.03,0.20,0.33,12.68,302.44,292.24,10.1806,305.03,0.20
10.1806,305.03,0.19,0.14,12.62,302.66,292.16,10.1795,305.03,0.19
10.1795,305.03,0.19,0.28,12.55,302.69,292.11,10.1787,305.03,0.19
10.1787,305.03,0.18,0.15,12.43,302.73,292.16,10.1776,305.03,0.18
10.1776,305.03,0.19,0.03,12.52,302.76,292.01,10.1762,305.03,0.19
10.1762,305.03,0.18,0.06,12.46,302.63,292.06,10.1749,305.03,0.18
10.1749,305.03,0.19,0.00,12.61,302.82,292.03,10.1734,305.03,0.19
10.1734,305.03,0.19,0.10,12.59,302.96,291.99,10.1722,305.03,0.19
10.1722,305.03,0.19,0.01,12.56,302.93,292.15,10.1708,305.03,0.19
10.1708,305.03,0.19,0.12,12.60,302.92,292.05,10.1696,305.03,0.19
10.1696,305.03,0.18,0.35,12.45,302.86,292.07,10.1689,305.03,0.18
10.1689,305.03,0.17,0.39,12.27,302.98,292.39,10.1683,305.03,0.17
10.1683,305.03,0.18,0.29,12.38,303.01,292.27,10.1675,305.02,0.18
10.1675,305.02,0.18,0.37,12.37,302.89,292.28,10.1668,305.02,0.18
10.1668,305.02,0.17,0.48,12.31,302.79,292.40,10.1664,305.02,0.17
10.1664,305.02,0.17,0.54,12.19,302.84,292.32,10.1661,305.02,0.17
10.1661,305.02,0.17,0.53,12.19,302.76,292.33,10.1657,305.02,0.17
10.1657,305.02,0.17,0.53,12.18,302.60,292.37,10.1653,305.02,0.17
10.1653,305.02,0.18,0.59,12.35,302.67,292.28,10.1651,305.02,0.18
10.1651,305.02,0.18,0.50,12.39,302.74,292.30,10.1648,305.02,0.18
10.1648,305.02,0.19,0.43,12.54,302.71,292.34,10.1644,305.02,0.19
10.1644,305.02,0.19,0.21,12.52,302.66,292.46,10.1634,305.02,0.19
10.1634,305.02,0.19,0.06,12.52,302.48,292.55,10.1621,305.02,0.19
10.1621,305.02,0.19,0.08,12.62,302.44,292.49,10.1608,305.02,0.19
10.1608,305.02,0.19,0.07,12.57,302.51,292.51,10.1596,305.01,0.19
10.1596,305.01,0.21,0.00,12.80,302.53,292.55,10.1581,305.01,0.21
10.1581,305.01,0.21,0.00,12.78,302.43,292.56,10.1567,305.01,0.21
10.1567,305.01,0.20,0.00,12.65,302.39,292.52,10.1552,305.01,0.20
10.1552,305.01,0.20,0.19,12.73,302.27,292.44,10.1542,305.01,0.20
10.1542,305.01,0.20,0.01,12.65,302.27,292.30,10.1528,305.01,0.20
10.1528,305.01,0.20,0.10,12.72,302.38,292.28,10.1516,305.01,0.20
10.1516,305.01,0.20,0.09,12.70,302.50,292.31,10.1504,305.01,0.20
10.1504,305.01,0.20,0.22,12.67,302.58,292.22,10.1495,305.01,0.20
10.1495,305.01,0.21,0.11,12.79,302.60,292.31,10.1483,305.01,0.21
10.1483,305.01,0.20,0.02,12.72,302.66,292.36,10.1469,305.01,0.20
10.1469,305.01,0.21,0.00,12.82,302.70,292.34,10.1455,305.01,0.21
10.1455,305.01,0.21,0.02,12.79,302.69,292.35,10.1441,305.01,0.21
10.1441,305.01,0.21,0.00,12.79,302.67,292.29,10.1426,305.01,0.21
10.1426,305.01,0.21,0.00,12.91,302.48,292.41,10.1412,305.01,0.21
10.1412,305.01,0.22,0.14,13.05,302.34,292.47,10.1402,305.01,0.22
10.1402,305.01,0.22,0.09,12.97,302.56,292.71,10.1390,305.01,0.22
10.1390,305.01,0.22,0.20,13.01,302.51,292.56,10.1381,305.01,0.22
10.1381,305.01,0.22,0.22,12.95,302.68,292.40,10.1372,305.01,0.22
10.1372,305.01,0.22,0.23,13.05,302.68,292.41,10.1365,305.01,0.22
10.1365,305.01,0.22,0.13,12.99,302.79,292.36,10.1354,305.01,0.22
10.1354,305.01,0.23,0.24,13.13,302.70,292.28,10.1347,305.01,0.23
10.1347,305.01,0.22,0.23,13.01,302.71,292.43,10.1339,305.01,0.22
10.1339,305.01,0.23,0.32,13.08,302.61,292.45,10.1334,305.01,0.23
10.1334,305.01,0.21,0.29,12.88,302.76,292.57,10.1327,305.01,0.21
10.1327,305.01,0.21,0.41,12.83,302.73,292.53,10.1324,305.01,0.21
10.1324,305.01,0.22,0.51,12.94,302.73,292.74,10.1324,305.01,0.22
10.1324,305.01,0.22,0.57,12.95,302.68,292.77,10.1325,305.00,0.22
10.1325,305.00,0.21,0.48,12.82,302.68,292.86,10.1323,305.00,0.21
10.1323,305.00,0.21,0.50,12.91,302.87,292.68,10.1323,305.00,0.21
10.1323,305.00,0.21,0.52,12.83,302.88,292.74,10.1323,305.00,0.21
10.1323,305.00,0.22,0.65,13.02,302.88,292.63,10.1327,305.00,0.22
10.1327,305.00,0.23,0.77,13.12,302.87,292.48,10.1336,305.00,0.23
10.1336,305.00,0.22,0.71,13.04,302.82,292.46,10.1342,305.00,0.22
10.1342,305.00,0.22,0.80,13.07,302.73,292.44,10.1351,305.00,0.22
10.1351,305.00,0.24,0.75,13.29,302.79,292.53,10.1360,304.99,0.24
10.1360,304.99,0.24,0.70,13.30,302.70,292.50,10.1368,304.99,0.24
10.1368,304.99,0.24,0.69,13.25,302.65,292.61,10.1375,304.99,0.24
10.1375,304.99,0.24,0.68,13.31,302.67,292.63,10.1382,304.99,0.24
10.1382,304.99,0.23,0.62,13.11,302.74,292.67,10.1386,304.99,0.23
10.1386,304.99,0.22,0.54,13.04,302.80,292.64,10.1387,304.99,0.22
10.1387,304.99,0.21,0.57,12.83,302.72,292.67,10.1388,304.98,0.21
10.1388,304.98,0.21,0.50,12.86,302.84,292.67,10.1387,304.98,0.21
10.1387,304.98,0.22,0.53,12.94,302.95,292.75,10.1387,304.98,0.22
10.1387,304.98,0.21,0.43,12.86,302.93,292.74,10.1385,304.98,0.21
10.1385,304.98,0.22,0.35,12.94,302.98,292.97,10.1380,304.98,0.22
10.1380,304.98,0.22,0.26,12.97,303.17,292.93,10.1373,304.98,0.22
10.1373,304.98,0.22,0.27,13.01,303.18,292.83,10.1366,304.98,0.22
10.1366,304.98,0.23,0.25,13.14,303.25,293.05,10.1359,304.98,0.23
10.1359,304.98,0.23,0.34,13.18,303.22,293.08,10.1355,304.98,0.23
10.1355,304.98,0.23,0.22,13.16,303.18,292.97,10.1347,304.98,0.23
10.1347,304.98,0.24,0.12,13.30,303.27,292.88,10.1336,304.98,0.24
10.1336,304.98,0.24,0.00,13.35,303.34,292.85,10.1322,304.98,0.24
10.1322,304.98,0.24,0.08,13.32,303.24,292.89,10.1310,304.98,0.24
10.1310,304.98,0.25,0.11,13.44,303.27,292.83,10.1299,304.98,0.25
10.1299,304.98,0.24,0.17,13.38,303.26,292.77,10.1290,304.98,0.24
10.1290,304.98,0.25,0.14,13.49,303.19,292.83,10.1281,304.98,0.25
10.1281,304.98,0.25,0.15,13.47,303.18,292.91,10.1271,304.98,0.25
10.1271,304.98,0.26,0.19,13.61,303.02,292.96,10.1263,304.98,0.26
10.1263,304.98,0.25,0.10,13.59,303.03,293.14,10.1252,304.98,0.25
10.1252,304.98,0.26,0.09,13.65,303.15,292.98,10.1241,304.98,0.26
10.1241,304.98,0.25,0.00,13.57,303.04,292.83,10.1227,304.98,0.25
10.1227,304.98,0.26,0.07,13.63,302.95,292.79,10.1215,304.98,0.26
10.1215,304.98,0.26,0.10,13.59,302.81,292.88,10.1204,304.98,0.26
10.1204,304.98,0.25,0.05,13.50,302.76,293.04,10.1191,304.98,0.25
10.1191,304.98,0.25,0.00,13.57,302.81,293.04,10.1176,304.98,0.25
10.1176,304.98,0.25,0.00,13.56,302.82,293.22,10.1162,304.98,0.25
10.1162,304.98,0.25,0.10,13.57,302.95,293.34,10.1151,304.98,0.25
10.1151,304.98,0.26,0.14,13.65,302.93,293.42,10.1142,304.98,0.26
10.1142,304.98,0.26,0.24,13.74,302.78,293.50,10.1136,304.98,0.26
10.1136,304.98,0.26,0.21,13.74,302.77,293.44,10.1129,304.98,0.26
10.1129,304.98,0.26,0.29,13.75,302.91,293.31,10.1125,304.97,0.26
10.1125,304.97,0.28,0.40,13.95,302.80,293.41,10.1126,304.97,0.28
10.1126,304.97,0.28,0.51,13.98,302.71,293.52,10.1131,304.97,0.28
10.1131,304.97,0.27,0.52,13.94,302.82,293.49,10.1137,304.97,0.27
10.1137,304.97,0.28,0.48,14.03,302.73,293.62,10.1141,304.97,0.28
10.1141,304.97,0.28,0.48,14.07,302.74,293.67,10.1146,304.97,0.28
10.1146,304.97,0.28,0.41,14.14,302.76,293.54,10.1147,304.97,0.28
10.1147,304.97,0.29,0.47,14.17,302.75,293.67,10.1152,304.97,0.29
10.1152,304.97,0.28,0.41,13.98,302.76,293.80,10.1154,304.97,0.28
10.1154,304.97,0.27,0.23,13.79,302.89,293.70,10.1148,304.97,0.27
10.1148,304.97,0.27,0.39,13.86,303.01,293.56,10.1148,304.97,0.27
10.1148,304.97,0.27,0.43,13.79,302.91,293.48,10.1149,304.96,0.27
10.1149,304.96,0.27,0.34,13.77,303.09,293.34,10.1147,304.96,0.27
10.1147,304.96,0.25,0.23,13.52,303.17,293.32,10.1141,304.96,0.25
10.1141,304.96,0.26,0.03,13.66,303.24,293.32,10.1127,304.96,0.26
10.1127,304.96,0.26,0.00,13.73,303.26,293.19,10.1113,304.96,0.26
10.1113,304.96,0.27,0.00,13.78,303.15,293.40,10.1099,304.96,0.27
10.1099,304.96,0.26,0.10,13.74,303.18,293.50,10.1088,304.96,0.26
10.1088,304.96,0.26,0.00,13.75,303.09,293.59,10.1073,304.96,0.26
10.1073,304.96,0.26,0.04,13.71,303.30,293.48,10.1061,304.96,0.26
10.1061,304.96,0.27,0.10,13.78,303.35,293.32,10.1050,304.96,0.27
10.1050,304.96,0.27,0.13,13.85,303.35,293.33,10.1041,304.96,0.27
10.1041,304.96,0.28,0.08,13.98,303.23,293.37,10.1029,304.96,0.28
10.1029,304.96,0.27,0.07,13.79,303.19,293.33,10.1017,304.96,0.27
10.1017,304.96,0.27,0.01,13.77,303.15,293.45,10.1003,304.96,0.27
10.1003,304.96,0.26,0.02,13.70,303.22,293.62,10.0989,304.96,0.26
10.0989,304.96,0.26,0.04,13.57,303.19,293.53,10.0977,304.96,0.26
10.0977,304.96,0.25,0.10,13.38,303.24,293.56,10.0965,304.96,0.25
10.0965,304.96,0.25,0.00,13.45,303.21,293.22,10.0951,304.96,0.25
10.0951,304.96,0.26,0.00,13.57,303.28,293.32,10.0937,304.96,0.26
10.0937,304.96,0.25,0.10,13.41,303.37,293.29,10.0926,304.96,0.25
10.0926,304.96,0.25,0.12,13.49,303.37,293.33,10.0915,304.96,0.25
10.0915,304.96,0.24,0.29,13.31,303.47,293.35,10.0910,304.96,0.24
10.0910,304.96,0.23,0.23,13.19,303.63,293.29,10.0903,304.96,0.23
10.0903,304.96,0.24,0.37,13.23,303.74,293.29,10.0900,304.96,0.24
10.0900,304.96,0.24,0.43,13.23,303.80,293.39,10.0899,304.96,0.24
10.0899,304.96,0.23,0.49,13.11,303.80,293.42,10.0899,304.96,0.23
10.0899,304.96,0.24,0.68,13.20,303.83,293.36,10.0906,304.96,0.24
10.0906,304.96,0.23,0.60,13.04,303.83,293.21,10.0910,304.96,0.23
10.0910,304.96,0.22,0.47,13.00,303.85,293.34,10.0909,304.96,0.22
10.0909,304.96,0.22,0.55,13.01,303.70,293.30,10.0911,304.96,0.22
10.0911,304.96,0.22,0.50,12.99,303.58,293.30,10.0911,304.96,0.22
10.0911,304.96,0.22,0.49,12.98,303.53,293.22,10.0910,304.96,0.22
10.0910,304.96,0.23,0.61,13.12,303.62,293.08,10.0914,304.96,0.23
10.0914,304.96,0.23,0.69,13.15,303.60,292.99,10.0921,304.95,0.23
10.0921,304.95,0.23,0.50,13.02,303.58,292.82,10.0921,304.95,0.23
10.0921,304.95,0.22,0.51,12.88,303.50,292.83,10.0921,304.95,0.22
10.0921,304.95,0.23,0.36,13.04,303.55,292.88,10.0918,304.95,0.23
10.0918,304.95,0.23,0.31,13.19,303.45,292.83,10.0913,304.95,0.23
10.0913,304.95,0.24,0.16,13.28,303.48,292.88,10.0904,304.95,0.24
10.0904,304.95,0.24,0.29,13.30,303.38,292.98,10.0898,304.95,0.24
10.0898,304.95,0.25,0.35,13.39,303.39,292.99,10.0896,304.95,0.25
10.0896,304.95,0.25,0.29,13.43,303.56,293.10,10.0891,304.95,0.25
10.0891,304.95,0.25,0.24,13.39,303.59,293.28,10.0885,304.95,0.25
10.0885,304.95,0.25,0.07,13.51,303.58,293.16,10.0873,304.95,0.25
10.0873,304.95,0.25,0.07,13.47,303.48,293.03,10.0861,304.95,0.25
10.0861,304.95,0.26,0.11,13.65,303.35,292.87,10.0850,304.95,0.26
10.0850,304.95,0.26,0.07,13.57,303.43,292.88,10.0838,304.95,0.26
10.0838,304.95,0.25,0.00,13.48,303.31,292.87,10.0824,304.95,0.25
10.0824,304.95,0.26,0.14,13.57,303.11,292.98,10.0814,304.95,0.26
10.0814,304.95,0.26,0.11,13.66,303.10,292.82,10.0804,304.95,0.26
10.0804,304.95,0.26,0.18,13.53,303.05,293.02,10.0796,304.95,0.26
10.0796,304.95,0.25,0.17,13.48,302.92,293.05,10.0788,304.95,0.25
10.0788,304.95,0.26,0.00,13.59,303.06,292.99,10.0773,304.95,0.26
10.0773,304.95,0.27,0.08,13.78,303.10,293.01,10.0762,304.95,0.27
10.0762,304.95,0.27,0.03,13.81,303.05,293.28,10.0749,304.95,0.27
10.0749,304.95,0.27,0.07,13.83,303.09,293.45,10.0737,304.95,0.27
10.0737,304.95,0.27,0.00,13.78,303.25,293.51,10.0722,304.95,0.27
10.0722,304.95,0.28,0.18,13.94,303.23,293.66,10.0715,304.95,0.28
10.0715,304.95,0.27,0.17,13.83,303.19,293.69,10.0707,304.95,0.27
10.0707,304.95,0.27,0.30,13.75,303.10,293.63,10.0704,304.95,0.27
10.0704,304.95,0.27,0.32,13.78,303.00,293.67,10.0702,304.95,0.27
10.0702,304.95,0.27,0.35,13.84,303.05,293.48,10.0700,304.95,0.27
10.0700,304.95,0.27,0.48,13.85,303.07,293.51,10.0704,304.94,0.27
10.0704,304.94,0.27,0.48,13.85,303.03,293.59,10.0708,304.94,0.27
10.0708,304.94,0.28,0.45,13.96,303.10,293.45,10.0712,304.94,0.28
10.0712,304.94,0.27,0.31,13.85,303.15,293.32,10.0709,304.94,0.27
10.0709,304.94,0.27,0.18,13.82,303.03,293.44,10.0701,304.94,0.27
10.0701,304.94,0.27,0.21,13.78,302.82,293.40,10.0695,304.94,0.27
10.0695,304.94,0.27,0.21,13.87,302.75,293.19,10.0689,304.94,0.27
10.0689,304.94,0.27,0.12,13.81,302.88,293.03,10.0679,304.94,0.27
10.0679,304.94,0.27,0.11,13.72,302.98,293.07,10.0669,304.94,0.27
10.0669,304.94,0.26,0.01,13.58,303.05,292.92,10.0655,304.94,0.26
10.0655,304.94,0.26,0.00,13.62,303.17,292.81,10.0641,304.94,0.26
10.0641,304.94,0.26,0.12,13.57,303.19,292.84,10.0630,304.94,0.26
10.0630,304.94,0.26,0.10,13.51,303.33,292.93,10.0620,304.94,0.26
10.0620,304.94,0.26,0.10,13.52,303.40,292.84,10.0609,304.94,0.26
10.0609,304.94,0.26,0.16,13.53,303.44,292.77,10.0600,304.94,0.26
10.0600,304.94,0.26,0.24,13.65,303.42,292.92,10.0594,304.94,0.26
10.0594,304.94,0.26,0.20,13.54,303.52,292.99,10.0587,304.94,0.26
10.0587,304.94,0.26,0.10,13.52,303.79,292.93,10.0576,304.94,0.26
10.0576,304.94,0.26,0.07,13.56,303.83,292.89,10.0564,304.94,0.26
10.0564,304.94,0.25,0.20,13.48,303.81,293.00,10.0556,304.94,0.25
10.0556,304.94,0.26,0.27,13.51,303.71,292.95,10.0551,304.94,0.26
10.0551,304.94,0.26,0.22,13.67,303.72,292.89,10.0545,304.94,0.26
10.0545,304.94,0.26,0.34,13.61,303.50,292.86,10.0543,304.94,0.26
10.0543,304.94,0.26,0.17,13.54,303.54,292.98,10.0534,304.94,0.26
10.0534,304.94,0.26,0.26,13.57,303.59,292.88,10.0529,304.94,0.26
10.0529,304.94,0.26,0.40,13.62,303.53,292.90,10.0529,304.94,0.26
10.0529,304.94,0.25,0.37,13.48,303.29,292.96,10.0528,304.94,0.25
10.0528,304.94,0.26,0.53,13.62,303.16,292.88,10.0532,304.94,0.26
10.0532,304.94,0.26,0.53,13.61,302.96,293.09,10.0537,304.93,0.26
10.0537,304.93,0.27,0.63,13.72,302.79,293.09,10.0546,304.93,0.27
10.0546,304.93,0.26,0.69,13.66,302.92,293.25,10.0556,304.93,0.26
10.0556,304.93,0.25,0.72,13.42,302.81,293.28,10.0566,304.93,0.25
10.0566,304.93,0.26,0.76,13.55,302.85,293.26,10.0579,304.93,0.26
10.0579,304.93,0.25,0.74,13.41,302.81,293.27,10.0589,304.93,0.25
10.0589,304.93,0.25,0.55,13.35,302.67,293.26,10.0593,304.93,0.25
10.0593,304.93,0.24,0.70,13.28,302.58,293.22,10.0601,304.92,0.24
10.0601,304.92,0.25,0.73,13.39,302.45,293.35,10.0611,304.92,0.25
10.0611,304.92,0.24,0.73,13.32,302.49,293.26,10.0621,304.92,0.24
10.0621,304.92,0.25,0.84,13.39,302.32,293.28,10.0635,304.92,0.25
10.0635,304.92,0.25,0.72,13.45,302.25,293.17,10.0645,304.92,0.25
10.0645,304.92,0.26,0.68,13.57,302.26,293.38,10.0654,304.91,0.26
10.0654,304.91,0.25,0.65,13.40,302.05,293.47,10.0662,304.91,0.25
10.0662,304.91,0.24,0.59,13.32,301.94,293.58,10.0667,304.91,0.24
10.0667,304.91,0.23,0.59,13.09,301.85,293.47,10.0670,304.91,0.23
10.0670,304.91,0.22,0.53,12.97,301.71,293.47,10.0671,304.91,0.22
10.0671,304.91,0.23,0.37,13.05,301.71,293.39,10.0668,304.91,0.23
10.0668,304.91,0.23,0.48,13.13,301.74,293.40,10.0669,304.90,0.23
10.0669,304.90,0.24,0.48,13.20,301.91,293.53,10.0669,304.90,0.24
10.0669,304.90,0.23,0.57,13.13,302.07,293.44,10.0673,304.90,0.23
10.0673,304.90,0.22,0.51,12.89,302.18,293.47,10.0673,304.90,0.22
10.0673,304.90,0.22,0.50,12.90,302.16,293.30,10.0673,304.90,0.22
10.0673,304.90,0.22,0.46,12.87,302.07,293.27,10.0671,304.90,0.22
10.0671,304.90,0.20,0.46,12.56,301.99,293.35,10.0669,304.90,0.20
10.0669,304.90,0.19,0.56,12.41,301.97,293.35,10.0668,304.89,0.19
10.0668,304.89,0.19,0.52,12.36,302.23,293.38,10.0665,304.89,0.19
