Concentration,Temperature,ConversionRate,InletFlow,InletConc,InletTemp,CoolantTemp,NextConcentration,NextTemperature,NextConversionRate
2.1920,327.69,0.74,0.89,8.59,302.65,291.83,2.1953,327.67,0.74
2.1953,327.67,0.74,0.97,8.56,302.57,291.83,2.1991,327.64,0.74
2.1991,327.64,0.74,1.00,8.62,302.55,291.91,2.2031,327.62,0.74
2.2031,327.62,0.74,0.82,8.56,302.64,291.92,2.2058,327.60,0.74
2.2058,327.60,0.74,0.73,8.34,302.62,292.03,2.2079,327.58,0.74
2.2079,327.58,0.73,0.56,8.21,302.60,291.97,2.2089,327.57,0.73
2.2089,327.57,0.73,0.37,8.04,302.57,291.95,2.2086,327.56,0.73
2.2086,327.56,0.72,0.54,7.96,302.44,291.76,2.2093,327.54,0.72
2.2093,327.54,0.72,0.40,7.91,302.38,291.69,2.2092,327.53,0.72
2.2092,327.53,0.72,0.39,7.80,302.38,291.73,2.2089,327.52,0.72
2.2089,327.52,0.72,0.18,7.93,302.57,291.72,2.2075,327.52,0.72
2.2075,327.52,0.72,0.19,7.77,302.54,291.70,2.2062,327.51,0.72
2.2062,327.51,0.72,0.33,7.84,302.54,291.69,2.2056,327.51,0.72
2.2056,327.51,0.72,0.46,7.90,302.64,291.73,2.2058,327.49,0.72
2.2058,327.49,0.72,0.52,7.85,302.66,291.44,2.2063,327.48,0.72
2.2063,327.48,0.72,0.45,7.80,302.79,291.43,2.2064,327.47,0.72
2.2064,327.47,0.72,0.32,7.87,302.94,291.20,2.2059,327.46,0.72
2.2059,327.46,0.72,0.43,7.79,302.88,291.03,2.2058,327.45,0.72
2.2058,327.45,0.71,0.66,7.63,303.05,291.13,2.2071,327.44,0.71
2.2071,327.44,0.71,0.90,7.70,303.16,291.06,2.2096,327.41,0.71
2.2096,327.41,0.71,0.91,7.63,303.00,290.96,2.2122,327.39,0.71
2.2122,327.39,0.71,0.83,7.62,302.99,291.03,2.2142,327.37,0.71
2.2142,327.37,0.71,0.89,7.64,303.01,291.10,2.2167,327.35,0.71
2.2167,327.35,0.71,0.84,7.55,302.85,290.99,2.2188,327.33,0.71
2.2188,327.33,0.71,0.85,7.75,302.80,291.19,2.2211,327.31,0.71
2.2211,327.31,0.71,0.89,7.76,302.76,291.12,2.2236,327.29,0.71
2.2236,327.29,0.72,0.84,7.92,302.76,291.16,2.2261,327.27,0.72
2.2261,327.27,0.72,0.90,8.00,302.72,291.30,2.2289,327.24,0.72
2.2289,327.24,0.72,0.76,8.02,302.79,291.23,2.2309,327.23,0.72
2.2309,327.23,0.72,0.81,7.84,302.67,291.38,2.2331,327.21,0.72
2.2331,327.21,0.72,0.66,8.01,302.81,291.53,2.2345,327.19,0.72
2.2345,327.19,0.72,0.79,8.01,302.83,291.39,2.2367,327.17,0.72
2.2367,327.17,0.73,0.86,8.21,302.80,291.53,2.2395,327.15,0.73
2.2395,327.15,0.73,1.00,8.25,302.70,291.53,2.2431,327.13,0.73
2.2431,327.13,0.73,0.98,8.30,302.70,291.62,2.2466,327.10,0.73
2.2466,327.10,0.73,1.00,8.30,302.75,291.76,2.2503,327.08,0.73
2.2503,327.08,0.73,0.96,8.30,302.73,291.84,2.2538,327.05,0.73
2.2538,327.05,0.73,1.00,8.30,302.72,291.72,2.2574,327.03,0.73
2.2574,327.03,0.72,1.00,8.09,302.60,291.76,2.2609,327.00,0.72
2.2609,327.00,0.73,0.97,8.30,302.66,291.72,2.2644,326.98,0.73
2.2644,326.98,0.72,0.86,8.21,302.66,291.89,2.2672,326.96,0.72
2.2672,326.96,0.72,0.96,8.05,302.73,291.99,2.2704,326.94,0.72
2.2704,326.94,0.72,1.00,8.15,302.77,291.93,2.2739,326.91,0.72
2.2739,326.91,0.72,0.84,8.05,302.62,291.98,2.2763,326.89,0.72
2.2763,326.89,0.72,0.87,8.06,302.56,292.11,2.2790,326.87,0.72
2.2790,326.87,0.72,0.97,8.15,302.57,292.16,2.2824,326.85,0.72
2.2824,326.85,0.73,0.86,8.31,302.59,292.14,2.2852,326.83,0.73
2.2852,326.83,0.73,0.91,8.51,302.63,292.00,2.2885,326.80,0.73
2.2885,326.80,0.73,1.00,8.60,302.55,292.08,2.2925,326.78,0.73
2.2925,326.78,0.74,1.00,8.76,302.56,292.06,2.2966,326.76,0.74
2.2966,326.76,0.74,1.00,8.88,302.58,292.07,2.3008,326.73,0.74
2.3008,326.73,0.74,1.00,8.99,302.60,292.13,2.3051,326.71,0.74
2.3051,326.71,0.74,1.00,8.93,302.26,292.10,2.3094,326.68,0.74
2.3094,326.68,0.74,0.94,8.95,302.38,292.10,2.3133,326.66,0.74
2.3133,326.66,0.75,0.98,9.10,302.31,292.22,2.3176,326.64,0.75
2.3176,326.64,0.75,0.86,9.14,302.33,292.20,2.3211,326.62,0.75
2.3211,326.62,0.75,0.92,9.19,302.56,292.19,2.3251,326.59,0.75
2.3251,326.59,0.75,0.89,9.15,302.68,292.31,2.3288,326.57,0.75
2.3288,326.57,0.75,1.00,9.19,302.72,292.18,2.3333,326.55,0.75
2.3333,326.55,0.75,0.96,9.16,302.69,292.13,2.3375,326.53,0.74
2.3375,326.53,0.74,1.00,9.12,302.66,292.08,2.3419,326.50,0.74
2.3419,326.50,0.74,0.99,8.98,302.49,292.23,2.3462,326.48,0.74
2.3462,326.48,0.74,0.96,8.96,302.45,292.25,2.3502,326.46,0.74
2.3502,326.46,0.73,1.00,8.80,302.26,292.10,2.3543,326.43,0.73
2.3543,326.43,0.73,1.00,8.77,302.33,292.13,2.3583,326.41,0.73
2.3583,326.41,0.73,1.00,8.67,302.30,292.27,2.3623,326.38,0.73
2.3623,326.38,0.73,0.90,8.61,302.41,292.21,2.3655,326.36,0.73
2.3655,326.36,0.72,0.93,8.59,302.47,292.36,2.3690,326.34,0.72
2.3690,326.34,0.72,0.98,8.60,302.40,292.38,2.3728,326.32,0.72
2.3728,326.32,0.72,0.80,8.58,302.46,292.53,2.3754,326.30,0.72
2.3754,326.30,0.73,0.98,8.75,302.37,292.47,2.3793,326.27,0.73
2.3793,326.27,0.73,0.95,8.83,302.26,292.50,2.3831,326.25,0.73
2.3831,326.25,0.73,0.87,8.85,302.32,292.50,2.3864,326.23,0.73
2.3864,326.23,0.73,1.00,8.86,302.38,292.50,2.3905,326.21,0.73
2.3905,326.21,0.73,0.94,8.98,302.30,292.35,2.3944,326.18,0.73
2.3944,326.18,0.73,0.96,9.00,302.39,292.37,2.3985,326.16,0.73
2.3985,326.16,0.73,0.87,9.01,302.56,292.39,2.4019,326.14,0.73
2.4019,326.14,0.73,0.89,9.01,302.47,292.43,2.4054,326.12,0.73
2.4054,326.12,0.73,0.88,8.90,302.36,292.18,2.4088,326.10,0.73
2.4088,326.10,0.73,0.93,8.80,302.31,292.20,2.4124,326.08,0.73
2.4124,326.08,0.72,0.86,8.77,302.44,292.13,2.4155,326.06,0.72
2.4155,326.06,0.72,0.89,8.75,302.37,292.09,2.4189,326.03,0.72
2.4189,326.03,0.73,0.90,8.80,302.21,292.26,2.4223,326.01,0.72
2.4223,326.01,0.72,0.82,8.71,302.23,292.24,2.4252,325.99,0.72
2.4252,325.99,0.72,0.81,8.67,302.14,292.11,2.4279,325.97,0.72
2.4279,325.97,0.72,0.88,8.73,302.17,292.13,2.4311,325.95,0.72
2.4311,325.95,0.72,0.82,8.82,301.97,292.00,2.4340,325.93,0.72
2.4340,325.93,0.73,0.58,8.94,301.87,291.93,2.4355,325.92,0.73
2.4355,325.92,0.73,0.55,9.02,301.92,292.01,2.4368,325.91,0.73
2.4368,325.91,0.73,0.69,9.18,301.91,291.99,2.4391,325.89,0.73
2.4391,325.89,0.73,0.55,9.10,301.98,291.95,2.4405,325.88,0.73
2.4405,325.88,0.73,0.45,9.14,301.92,292.00,2.4412,325.87,0.73
2.4412,325.87,0.73,0.35,9.11,302.02,292.15,2.4412,325.86,0.73
2.4412,325.86,0.73,0.50,8.92,302.03,292.03,2.4421,325.85,0.73
2.4421,325.85,0.73,0.50,9.01,302.08,291.92,2.4431,325.83,0.73
2.4431,325.83,0.73,0.43,9.08,302.00,291.91,2.4436,325.82,0.73
2.4436,325.82,0.73,0.34,9.14,301.81,291.99,2.4436,325.82,0.73
2.4436,325.82,0.73,0.44,9.05,301.77,292.18,2.4442,325.80,0.73
2.4442,325.80,0.73,0.28,9.00,301.74,292.18,2.4437,325.80,0.73
2.4437,325.80,0.73,0.02,9.05,301.77,292.33,2.4415,325.80,0.73
2.4415,325.80,0.74,0.00,9.26,301.78,292.27,2.4392,325.80,0.74
2.4392,325.80,0.74,0.05,9.36,301.86,292.25,2.4372,325.80,0.74
2.4372,325.80,0.74,0.00,9.27,301.86,292.38,2.4349,325.80,0.74
2.4349,325.80,0.73,0.04,9.13,301.77,292.46,2.4329,325.80,0.73
2.4329,325.80,0.73,0.19,9.09,301.85,292.24,2.4319,325.79,0.73
2.4319,325.79,0.74,0.13,9.19,301.91,292.10,2.4304,325.79,0.74
2.4304,325.79,0.74,0.09,9.21,301.77,292.18,2.4288,325.79,0.74
2.4288,325.79,0.74,0.08,9.35,301.94,292.13,2.4271,325.78,0.74
2.4271,325.78,0.74,0.18,9.34,301.97,292.09,2.4260,325.78,0.74
2.4260,325.78,0.74,0.23,9.36,301.82,291.97,2.4253,325.77,0.74
2.4253,325.77,0.74,0.27,9.45,301.63,292.11,2.4249,325.77,0.74
2.4249,325.77,0.74,0.35,9.35,301.51,292.11,2.4251,325.76,0.74
2.4251,325.76,0.74,0.33,9.39,301.63,292.20,2.4251,325.75,0.74
2.4251,325.75,0.74,0.18,9.23,301.78,292.15,2.4241,325.75,0.74
2.4241,325.75,0.74,0.34,9.21,301.70,292.09,2.4241,325.74,0.74
2.4241,325.74,0.74,0.34,9.17,301.57,292.06,2.4241,325.73,0.74
2.4241,325.73,0.74,0.26,9.17,301.74,292.11,2.4235,325.72,0.74
2.4235,325.72,0.74,0.24,9.28,301.88,292.16,2.4229,325.72,0.74
2.4229,325.72,0.74,0.25,9.25,301.92,292.03,2.4224,325.71,0.74
2.4224,325.71,0.74,0.45,9.36,301.86,292.04,2.4232,325.70,0.74
2.4232,325.70,0.74,0.27,9.33,301.99,291.95,2.4228,325.70,0.74
2.4228,325.70,0.74,0.31,9.47,301.92,291.88,2.4227,325.69,0.74
2.4227,325.69,0.74,0.40,9.41,302.00,291.87,2.4233,325.68,0.74
2.4233,325.68,0.74,0.42,9.30,301.95,291.76,2.4239,325.67,0.74
2.4239,325.67,0.74,0.53,9.31,302.00,291.90,2.4253,325.66,0.74
2.4253,325.66,0.74,0.46,9.34,301.89,291.98,2.4262,325.64,0.74
2.4262,325.64,0.74,0.38,9.30,301.80,291.88,2.4266,325.64,0.74
2.4266,325.64,0.74,0.56,9.29,301.67,291.93,2.4281,325.62,0.74
2.4281,325.62,0.74,0.74,9.17,301.84,291.79,2.4309,325.60,0.73
2.4309,325.60,0.74,0.82,9.26,301.88,291.81,2.4342,325.59,0.74
2.4342,325.59,0.74,0.61,9.27,302.09,291.85,2.4361,325.57,0.74
2.4361,325.57,0.74,0.47,9.47,302.15,291.91,2.4372,325.56,0.74
2.4372,325.56,0.74,0.49,9.44,302.10,291.95,2.4384,325.55,0.74
2.4384,325.55,0.75,0.33,9.69,302.09,292.00,2.4385,325.54,0.75
2.4385,325.54,0.75,0.20,9.81,302.15,292.06,2.4377,325.54,0.75
2.4377,325.54,0.75,0.11,9.95,301.96,292.14,2.4362,325.53,0.76
2.4362,325.53,0.76,0.05,10.00,302.12,291.95,2.4344,325.53,0.76
2.4344,325.53,0.76,0.11,10.11,302.12,292.03,2.4330,325.53,0.76
2.4330,325.53,0.76,0.21,10.00,302.18,292.07,2.4323,325.52,0.76
2.4323,325.52,0.75,0.04,9.88,302.07,292.22,2.4304,325.52,0.75
2.4304,325.52,0.76,0.00,9.93,302.19,292.34,2.4282,325.52,0.76
2.4282,325.52,0.76,0.00,10.05,302.19,292.48,2.4259,325.52,0.76
2.4259,325.52,0.76,0.11,10.24,302.32,292.44,2.4246,325.52,0.76
2.4246,325.52,0.76,0.22,10.20,302.33,292.36,2.4240,325.52,0.76
2.4240,325.52,0.76,0.04,10.09,302.47,292.36,2.4221,325.52,0.76
2.4221,325.52,0.76,0.04,10.13,302.61,292.38,2.4202,325.51,0.76
2.4202,325.51,0.76,0.15,9.98,302.70,292.31,2.4191,325.51,0.76
2.4191,325.51,0.76,0.16,10.01,302.70,292.24,2.4181,325.51,0.76
2.4181,325.51,0.76,0.00,9.99,302.66,292.24,2.4159,325.51,0.76
2.4159,325.51,0.76,0.25,10.00,302.74,292.25,2.4155,325.50,0.76
2.4155,325.50,0.76,0.11,10.15,302.55,292.28,2.4141,325.50,0.76
2.4141,325.50,0.76,0.17,10.22,302.46,292.31,2.4132,325.50,0.76
2.4132,325.50,0.77,0.21,10.32,302.34,292.37,2.4127,325.49,0.77
2.4127,325.49,0.77,0.24,10.31,302.30,292.30,2.4123,325.48,0.77
2.4123,325.48,0.76,0.25,10.19,302.33,292.26,2.4121,325.48,0.76
2.4121,325.48,0.77,0.18,10.32,302.50,292.30,2.4113,325.48,0.77
2.4113,325.48,0.77,0.20,10.44,302.58,292.37,2.4107,325.47,0.77
2.4107,325.47,0.77,0.09,10.36,302.49,292.29,2.4092,325.47,0.77
2.4092,325.47,0.77,0.06,10.40,302.35,292.34,2.4074,325.47,0.77
2.4074,325.47,0.77,0.05,10.45,302.20,292.30,2.4056,325.47,0.77
2.4056,325.47,0.77,0.00,10.58,302.04,292.13,2.4034,325.47,0.77
2.4034,325.47,0.77,0.22,10.60,302.02,292.16,2.4030,325.46,0.77
2.4030,325.46,0.77,0.31,10.58,301.85,292.11,2.4034,325.45,0.77
2.4034,325.45,0.77,0.41,10.56,301.90,292.35,2.4045,325.44,0.77
2.4045,325.44,0.77,0.51,10.58,301.98,292.23,2.4064,325.43,0.77
2.4064,325.43,0.78,0.64,10.72,301.92,292.14,2.4095,325.42,0.78
2.4095,325.42,0.77,0.59,10.60,301.99,291.90,2.4122,325.40,0.77
2.4122,325.40,0.77,0.56,10.47,302.00,291.69,2.4145,325.39,0.77
2.4145,325.39,0.77,0.59,10.66,302.15,291.58,2.4171,325.38,0.77
2.4171,325.38,0.77,0.74,10.65,302.09,291.59,2.4210,325.36,0.77
2.4210,325.36,0.77,0.79,10.58,302.12,291.38,2.4253,325.34,0.77
2.4253,325.34,0.77,0.69,10.51,302.10,291.44,2.4287,325.32,0.77
2.4287,325.32,0.77,0.78,10.54,302.10,291.45,2.4328,325.31,0.77
2.4328,325.31,0.77,0.93,10.67,302.18,291.28,2.4383,325.28,0.77
2.4383,325.28,0.77,0.92,10.69,302.37,291.38,2.4437,325.26,0.77
2.4437,325.26,0.77,0.86,10.82,302.23,291.36,2.4486,325.24,0.77
2.4486,325.24,0.77,0.88,10.83,302.27,291.37,2.4538,325.22,0.77
2.4538,325.22,0.77,0.77,10.88,302.08,291.31,2.4580,325.21,0.77
2.4580,325.21,0.77,0.53,10.80,301.99,291.15,2.4603,325.19,0.77
2.4603,325.19,0.77,0.37,10.82,301.95,291.18,2.4612,325.19,0.77
2.4612,325.19,0.77,0.32,10.85,301.98,291.23,2.4616,325.18,0.77
2.4616,325.18,0.77,0.36,10.80,301.85,291.17,2.4624,325.17,0.77
2.4624,325.17,0.78,0.40,10.98,301.84,291.20,2.4636,325.16,0.78
2.4636,325.16,0.78,0.29,10.96,301.73,291.22,2.4639,325.15,0.78
2.4639,325.15,0.78,0.18,11.02,301.86,291.28,2.4633,325.15,0.78
2.4633,325.15,0.78,0.19,11.03,301.91,291.29,2.4627,325.14,0.78
2.4627,325.14,0.78,0.26,10.99,301.94,291.28,2.4627,325.14,0.78
2.4627,325.14,0.77,0.24,10.86,301.98,291.20,2.4626,325.13,0.77
2.4626,325.13,0.77,0.19,10.78,302.03,291.26,2.4620,325.13,0.77
2.4620,325.13,0.77,0.34,10.82,302.13,291.34,2.4627,325.12,0.77
2.4627,325.12,0.77,0.32,10.80,302.10,291.28,2.4632,325.11,0.77
2.4632,325.11,0.78,0.39,11.04,302.17,291.36,2.4643,325.10,0.78
2.4643,325.10,0.77,0.46,10.95,302.09,291.34,2.4660,325.09,0.77
2.4660,325.09,0.78,0.33,11.02,302.15,291.27,2.4667,325.09,0.78
2.4667,325.09,0.77,0.34,10.93,302.28,291.21,2.4674,325.08,0.77
2.4674,325.08,0.77,0.26,10.96,302.29,291.28,2.4674,325.07,0.77
2.4674,325.07,0.77,0.38,10.89,302.25,291.49,2.4684,325.06,0.77
2.4684,325.06,0.77,0.29,10.73,302.33,291.57,2.4686,325.06,0.77
2.4686,325.06,0.77,0.27,10.62,302.45,291.41,2.4686,325.05,0.77
2.4686,325.05,0.77,0.18,10.80,302.46,291.50,2.4679,325.05,0.77
2.4679,325.05,0.77,0.05,10.79,302.37,291.65,2.4662,325.05,0.77
2.4662,325.05,0.77,0.20,10.89,302.42,291.71,2.4657,325.04,0.77
2.4657,325.04,0.77,0.04,10.92,302.41,291.74,2.4638,325.04,0.77
2.4638,325.04,0.77,0.01,10.78,302.54,291.72,2.4617,325.04,0.77
2.4617,325.04,0.77,0.03,10.81,302.57,291.63,2.4598,325.04,0.77
2.4598,325.04,0.77,0.27,10.68,302.60,291.72,2.4598,325.03,0.77
2.4598,325.03,0.77,0.14,10.84,302.52,291.77,2.4588,325.03,0.77
2.4588,325.03,0.78,0.08,10.93,302.52,291.82,2.4573,325.03,0.78
2.4573,325.03,0.77,0.11,10.84,302.58,291.78,2.4560,325.03,0.77
2.4560,325.03,0.77,0.12,10.79,302.44,291.80,2.4549,325.02,0.77
2.4549,325.02,0.77,0.27,10.73,302.53,291.75,2.4549,325.02,0.77
2.4549,325.02,0.77,0.24,10.86,302.42,291.77,2.4548,325.01,0.77
2.4548,325.01,0.77,0.12,10.84,302.43,291.68,2.4536,325.01,0.77
2.4536,325.01,0.77,0.04,10.89,302.48,291.68,2.4518,325.01,0.77
2.4518,325.01,0.78,0.00,11.12,302.63,291.56,2.4496,325.01,0.78
2.4496,325.01,0.78,0.00,11.01,302.65,291.49,2.4475,325.01,0.78
2.4475,325.01,0.78,0.02,11.02,302.75,291.70,2.4455,325.01,0.78
2.4455,325.01,0.78,0.00,10.94,302.74,291.74,2.4433,325.01,0.78
2.4433,325.01,0.78,0.00,10.96,302.72,291.74,2.4412,325.01,0.78
2.4412,325.01,0.78,0.00,10.90,302.82,291.61,2.4390,325.01,0.78
2.4390,325.01,0.78,0.00,11.01,302.67,291.74,2.4369,325.01,0.78
2.4369,325.01,0.78,0.00,11.10,302.58,291.63,2.4347,325.01,0.78
2.4347,325.01,0.78,0.01,11.12,302.40,291.64,2.4327,325.01,0.78
2.4327,325.01,0.78,0.08,11.04,302.41,291.68,2.4313,325.01,0.78
2.4313,325.01,0.78,0.00,10.94,302.53,291.56,2.4291,325.01,0.78
2.4291,325.01,0.78,0.01,10.94,302.56,291.35,2.4271,325.01,0.78
2.4271,325.01,0.77,0.00,10.74,302.55,291.21,2.4250,325.01,0.77
2.4250,325.01,0.78,0.00,10.91,302.38,291.24,2.4228,325.01,0.78
2.4228,325.01,0.78,0.00,10.91,302.50,291.21,2.4207,325.01,0.78
2.4207,325.01,0.78,0.02,11.00,302.46,291.24,2.4187,325.00,0.78
2.4187,325.00,0.77,0.00,10.69,302.41,291.30,2.4166,325.00,0.77
2.4166,325.00,0.78,0.00,10.82,302.56,291.30,2.4144,325.00,0.78
2.4144,325.00,0.78,0.18,10.84,302.60,291.20,2.4138,325.00,0.78
2.4138,325.00,0.78,0.18,10.84,302.83,291.23,2.4132,325.00,0.78
2.4132,325.00,0.78,0.20,10.92,302.92,291.34,2.4128,324.99,0.78
2.4128,324.99,0.78,0.33,10.76,302.76,291.13,2.4134,324.99,0.78
2.4134,324.99,0.77,0.32,10.65,302.64,291.01,2.4139,324.98,0.77
2.4139,324.98,0.77,0.46,10.60,302.74,291.09,2.4156,324.97,0.77
2.4156,324.97,0.77,0.49,10.68,302.68,291.14,2.4175,324.96,0.77
2.4175,324.96,0.77,0.69,10.69,302.78,291.06,2.4211,324.94,0.77
2.4211,324.94,0.78,0.75,10.80,302.91,291.16,2.4253,324.92,0.78
2.4253,324.92,0.77,0.60,10.64,302.91,291.18,2.4281,324.91,0.77
2.4281,324.91,0.78,0.66,10.82,302.83,291.19,2.4315,324.90,0.78
2.4315,324.90,0.78,0.68,10.87,302.79,291.08,2.4351,324.88,0.78
2.4351,324.88,0.78,0.49,10.84,302.78,291.03,2.4371,324.87,0.78
2.4371,324.87,0.77,0.54,10.79,302.68,291.09,2.4395,324.86,0.77
2.4395,324.86,0.78,0.62,10.85,302.63,291.01,2.4426,324.85,0.77
2.4426,324.85,0.78,0.49,10.97,302.62,290.96,2.4447,324.83,0.78
2.4447,324.83,0.78,0.67,10.87,302.59,290.99,2.4482,324.82,0.77
2.4482,324.82,0.77,0.73,10.72,302.67,290.95,2.4522,324.80,0.77
2.4522,324.80,0.77,0.71,10.73,302.79,290.97,2.4559,324.79,0.77
2.4559,324.79,0.77,0.76,10.64,302.72,291.00,2.4600,324.77,0.77
2.4600,324.77,0.77,0.86,10.62,302.88,291.13,2.4649,324.75,0.77
2.4649,324.75,0.77,0.84,10.73,302.79,291.14,2.4697,324.73,0.77
2.4697,324.73,0.77,0.88,10.59,302.86,291.17,2.4747,324.71,0.77
2.4747,324.71,0.76,0.90,10.46,302.84,291.22,2.4798,324.69,0.76
2.4798,324.69,0.76,0.92,10.40,302.73,291.29,2.4850,324.67,0.76
2.4850,324.67,0.76,0.98,10.30,302.68,291.35,2.4905,324.65,0.76
2.4905,324.65,0.76,0.82,10.38,302.83,291.41,2.4949,324.63,0.76
2.4949,324.63,0.76,0.80,10.37,302.82,291.45,2.4990,324.62,0.76
2.4990,324.62,0.76,0.95,10.35,302.83,291.39,2.5043,324.60,0.76
2.5043,324.60,0.76,1.00,10.43,302.72,291.25,2.5101,324.58,0.76
2.5101,324.58,0.76,0.97,10.37,302.62,291.33,2.5156,324.55,0.76
2.5156,324.55,0.76,0.88,10.36,302.54,291.22,2.5203,324.53,0.76
2.5203,324.53,0.76,0.79,10.36,302.55,291.10,2.5244,324.52,0.76
2.5244,324.52,0.76,0.80,10.52,302.56,291.03,2.5286,324.50,0.76
2.5286,324.50,0.76,0.82,10.58,302.43,290.90,2.5331,324.48,0.76
2.5331,324.48,0.76,0.76,10.37,302.49,290.87,2.5369,324.46,0.76
2.5369,324.46,0.75,0.76,10.25,302.32,290.87,2.5406,324.45,0.75
2.5406,324.45,0.75,0.68,10.17,302.21,290.96,2.5437,324.43,0.75
2.5437,324.43,0.75,0.65,10.11,302.14,291.22,2.5465,324.42,0.75
2.5465,324.42,0.75,0.66,10.14,302.20,291.09,2.5494,324.40,0.75
2.5494,324.40,0.75,0.87,10.13,302.26,291.10,2.5538,324.38,0.75
2.5538,324.38,0.75,0.82,10.17,302.15,290.92,2.5579,324.37,0.75
2.5579,324.37,0.75,0.92,10.22,302.15,291.03,2.5629,324.35,0.75
2.5629,324.35,0.75,0.90,10.21,302.03,291.28,2.5676,324.33,0.75
2.5676,324.33,0.75,0.96,10.27,302.06,291.29,2.5729,324.30,0.75
2.5729,324.30,0.75,0.93,10.40,302.10,291.48,2.5780,324.28,0.75
2.5780,324.28,0.76,0.86,10.54,302.22,291.41,2.5827,324.26,0.76
2.5827,324.26,0.76,0.88,10.61,302.13,291.59,2.5877,324.25,0.76
2.5877,324.25,0.75,0.78,10.39,302.14,291.48,2.5916,324.23,0.75
2.5916,324.23,0.75,0.66,10.43,302.11,291.37,2.5946,324.21,0.75
2.5946,324.21,0.75,0.60,10.43,302.05,291.51,2.5972,324.20,0.75
2.5972,324.20,0.75,0.70,10.49,301.99,291.33,2.6006,324.18,0.75
2.6006,324.18,0.75,0.75,10.45,301.91,291.25,2.6043,324.17,0.75
2.6043,324.17,0.76,0.73,10.67,301.96,291.41,2.6081,324.15,0.76
2.6081,324.15,0.75,0.72,10.64,301.99,291.41,2.6117,324.14,0.75
2.6117,324.14,0.75,0.51,10.56,301.86,291.31,2.6136,324.12,0.75
2.6136,324.12,0.75,0.40,10.49,301.87,291.45,2.6146,324.12,0.75
2.6146,324.12,0.75,0.43,10.50,301.77,291.38,2.6159,324.11,0.75
2.6159,324.11,0.75,0.33,10.48,301.84,291.44,2.6163,324.10,0.75
2.6163,324.10,0.75,0.38,10.58,301.75,291.43,2.6172,324.09,0.75
2.6172,324.09,0.75,0.34,10.52,301.53,291.56,2.6178,324.08,0.75
2.6178,324.08,0.75,0.28,10.54,301.35,291.51,2.6179,324.08,0.75
2.6179,324.08,0.76,0.36,10.69,301.31,291.54,2.6186,324.07,0.76
2.6186,324.07,0.75,0.37,10.61,301.23,291.41,2.6194,324.06,0.75
2.6194,324.06,0.75,0.29,10.59,301.18,291.41,2.6196,324.05,0.75
2.6196,324.05,0.75,0.20,10.50,301.12,291.44,2.6191,324.05,0.75
2.6191,324.05,0.75,0.16,10.52,301.00,291.39,2.6182,324.04,0.75
2.6182,324.04,0.75,0.29,10.54,300.96,291.30,2.6184,324.04,0.75
2.6184,324.04,0.75,0.31,10.55,301.04,291.29,2.6187,324.03,0.75
2.6187,324.03,0.75,0.25,10.50,301.12,291.39,2.6185,324.03,0.75
2.6185,324.03,0.75,0.30,10.52,301.03,291.28,2.6188,324.02,0.75
2.6188,324.02,0.75,0.36,10.59,301.07,291.25,2.6195,324.01,0.75
2.6195,324.01,0.75,0.08,10.52,301.17,291.19,2.6180,324.01,0.75
2.6180,324.01,0.75,0.02,10.49,301.12,291.06,2.6161,324.01,0.75
2.6161,324.01,0.75,0.01,10.67,301.11,291.06,2.6140,324.01,0.75
2.6140,324.01,0.76,0.18,10.86,301.12,291.15,2.6134,324.00,0.76
2.6134,324.00,0.76,0.23,10.87,300.97,291.19,2.6132,324.00,0.76
2.6132,324.00,0.76,0.28,10.80,301.03,291.36,2.6134,323.99,0.76
2.6134,323.99,0.76,0.36,10.86,301.29,291.38,2.6142,323.98,0.76
2.6142,323.98,0.75,0.36,10.66,301.19,291.49,2.6150,323.98,0.75
2.6150,323.98,0.75,0.19,10.61,301.35,291.55,2.6144,323.97,0.75
2.6144,323.97,0.75,0.05,10.65,301.21,291.55,2.6127,323.97,0.75
2.6127,323.97,0.76,0.22,10.66,301.28,291.69,2.6124,323.96,0.76
2.6124,323.96,0.76,0.11,10.72,301.43,291.74,2.6112,323.96,0.76
2.6112,323.96,0.76,0.08,10.71,301.37,291.75,2.6097,323.96,0.76
2.6097,323.96,0.76,0.19,10.81,301.38,291.78,2.6092,323.96,0.76
2.6092,323.96,0.76,0.32,10.79,301.46,291.76,2.6097,323.95,0.76
2.6097,323.95,0.76,0.47,10.92,301.58,291.92,2.6115,323.94,0.76
2.6115,323.94,0.76,0.28,11.02,301.54,291.93,2.6118,323.93,0.76
2.6118,323.93,0.76,0.26,11.03,301.56,291.84,2.6119,323.93,0.76
2.6119,323.93,0.76,0.18,10.89,301.66,291.75,2.6113,323.92,0.76
2.6113,323.92,0.76,0.08,10.95,301.71,291.84,2.6099,323.92,0.76
2.6099,323.92,0.76,0.23,11.00,301.80,291.81,2.6097,323.92,0.76
2.6097,323.92,0.76,0.27,11.03,301.92,291.77,2.6099,323.91,0.76
2.6099,323.91,0.76,0.15,10.93,302.06,291.88,2.6090,323.91,0.76
2.6090,323.91,0.76,0.19,10.92,302.07,292.03,2.6085,323.90,0.76
2.6085,323.90,0.76,0.19,10.85,301.86,291.91,2.6079,323.90,0.76
2.6079,323.90,0.76,0.00,10.79,301.94,291.99,2.6059,323.90,0.76
2.6059,323.90,0.76,0.04,10.93,302.12,291.88,2.6041,323.90,0.76
